mean,std,min,max,range,skewness,kurtosis
-2.9720299899534583e-12,2.077737409227452e-09,-1.05994e-08,1.05309e-08,2.11303e-08,0.020507577745179563,9.243752047338578
4.342243935737902e-12,2.2942728395398217e-09,-1.72805e-08,1.70163e-08,3.42968e-08,-0.010275193320941576,26.734337700386092
-2.972002077257685e-12,2.077658835586925e-09,-1.05992e-08,1.05308e-08,2.1129999999999998e-08,0.020508755495596713,9.244024411662132
-2.9720299899534583e-12,2.077737409227452e-09,-1.05994e-08,1.05309e-08,2.11303e-08,0.020507577745179563,9.243752047338578
4.342243935737902e-12,2.2942728395398217e-09,-1.72805e-08,1.70163e-08,3.42968e-08,-0.010275193320941576,26.734337700386092
-2.972002077257685e-12,2.077658835586925e-09,-1.05992e-08,1.05308e-08,2.1129999999999998e-08,0.020508755495596713,9.244024411662132
-2.9720299899534583e-12,2.077737409227452e-09,-1.05994e-08,1.05309e-08,2.11303e-08,0.020507577745179563,9.243752047338578
4.342243935737902e-12,2.2942728395398217e-09,-1.72805e-08,1.70163e-08,3.42968e-08,-0.010275193320941576,26.734337700386092
-2.972002077257685e-12,2.077658835586925e-09,-1.05992e-08,1.05308e-08,2.1129999999999998e-08,0.020508755495596713,9.244024411662132
-2.9720299899534583e-12,2.077737409227452e-09,-1.05994e-08,1.05309e-08,2.11303e-08,0.020507577745179563,9.243752047338578
4.342243935737902e-12,2.2942728395398217e-09,-1.72805e-08,1.70163e-08,3.42968e-08,-0.010275193320941576,26.734337700386092
-2.972002077257685e-12,2.077658835586925e-09,-1.05992e-08,1.05308e-08,2.1129999999999998e-08,0.020508755495596713,9.244024411662132
-3.3569063232473073e-12,2.079337738597291e-09,-1.05511e-08,1.05367e-08,2.10878e-08,0.021270285106888255,9.287399497691684
3.684359328352686e-12,1.9117284996731167e-09,-1.41741e-08,1.43207e-08,2.84948e-08,-0.003954287261824825,26.207967967574188
-3.4544211788571476e-12,2.079908026672403e-09,-1.05812e-08,1.05766e-08,2.11578e-08,0.02220080526349028,9.38338434889437
-3.3569063232473073e-12,2.079337738597291e-09,-1.05511e-08,1.05367e-08,2.10878e-08,0.021270285106888255,9.287399497691684
3.684359328352686e-12,1.9117284996731167e-09,-1.41741e-08,1.43207e-08,2.84948e-08,-0.003954287261824825,26.207967967574188
-3.4544211788571476e-12,2.079908026672403e-09,-1.05812e-08,1.05766e-08,2.11578e-08,0.02220080526349028,9.38338434889437
-3.3569063232473073e-12,2.079337738597291e-09,-1.05511e-08,1.05367e-08,2.10878e-08,0.021270285106888255,9.287399497691684
3.684359328352686e-12,1.9117284996731167e-09,-1.41741e-08,1.43207e-08,2.84948e-08,-0.003954287261824825,26.207967967574188
-3.4544211788571476e-12,2.079908026672403e-09,-1.05812e-08,1.05766e-08,2.11578e-08,0.02220080526349028,9.38338434889437
-3.3569063232473073e-12,2.079337738597291e-09,-1.05511e-08,1.05367e-08,2.10878e-08,0.021270285106888255,9.287399497691684
3.684359328352686e-12,1.9117284996731167e-09,-1.41741e-08,1.43207e-08,2.84948e-08,-0.003954287261824825,26.207967967574188
-3.4544211788571476e-12,2.079908026672403e-09,-1.05812e-08,1.05766e-08,2.11578e-08,0.02220080526349028,9.38338434889437
-3.3451470575809327e-12,2.0792732451219346e-09,-1.0551e-08,1.05365e-08,2.10875e-08,0.021252847961510744,9.288145598959872
3.690835969791692e-12,1.9150336392978984e-09,-1.42042e-08,1.43599e-08,2.8564100000000002e-08,-0.003986622468513349,26.253449113100388
-2.170114731240988e-12,2.2338975762145964e-09,-1.12192e-08,1.10987e-08,2.23179e-08,0.01761565351790008,9.045764024366425
-3.3451470575809327e-12,2.0792732451219346e-09,-1.0551e-08,1.05365e-08,2.10875e-08,0.021252847961510744,9.288145598959872
3.690835969791692e-12,1.9150336392978984e-09,-1.42042e-08,1.43599e-08,2.8564100000000002e-08,-0.003986622468513349,26.253449113100388
-2.170114731240988e-12,2.2338975762145964e-09,-1.12192e-08,1.10987e-08,2.23179e-08,0.01761565351790008,9.045764024366425
-3.3451470575809327e-12,2.0792732451219346e-09,-1.0551e-08,1.05365e-08,2.10875e-08,0.021252847961510744,9.288145598959872
3.690835969791692e-12,1.9150336392978984e-09,-1.42042e-08,1.43599e-08,2.8564100000000002e-08,-0.003986622468513349,26.253449113100388
-2.170114731240988e-12,2.2338975762145964e-09,-1.12192e-08,1.10987e-08,2.23179e-08,0.01761565351790008,9.045764024366425
-3.3451470575809327e-12,2.0792732451219346e-09,-1.0551e-08,1.05365e-08,2.10875e-08,0.021252847961510744,9.288145598959872
3.690835969791692e-12,1.9150336392978984e-09,-1.42042e-08,1.43599e-08,2.8564100000000002e-08,-0.003986622468513349,26.253449113100388
-2.170114731240988e-12,2.2338975762145964e-09,-1.12192e-08,1.10987e-08,2.23179e-08,0.01761565351790008,9.045764024366425
-3.485938011279681e-12,2.0794848603969657e-09,-1.0581e-08,1.05762e-08,2.11572e-08,0.02223181092917613,9.390466771627567
3.6957039698579036e-12,1.913767811526771e-09,-1.41933e-08,1.43452e-08,2.85385e-08,-0.003973762112705053,26.243392611528947
-3.3653329770577413e-12,2.0794707116319993e-09,-1.05489e-08,1.05339e-08,2.10828e-08,0.021260895617489433,9.27744152517256
-3.485938011279681e-12,2.0794848603969657e-09,-1.0581e-08,1.05762e-08,2.11572e-08,0.02223181092917613,9.390466771627567
3.6957039698579036e-12,1.913767811526771e-09,-1.41933e-08,1.43452e-08,2.85385e-08,-0.003973762112705053,26.243392611528947
-3.3653329770577413e-12,2.0794707116319993e-09,-1.05489e-08,1.05339e-08,2.10828e-08,0.021260895617489433,9.27744152517256
-3.485938011279681e-12,2.0794848603969657e-09,-1.0581e-08,1.05762e-08,2.11572e-08,0.02223181092917613,9.390466771627567
3.6957039698579036e-12,1.913767811526771e-09,-1.41933e-08,1.43452e-08,2.85385e-08,-0.003973762112705053,26.243392611528947
-3.3653329770577413e-12,2.0794707116319993e-09,-1.05489e-08,1.05339e-08,2.10828e-08,0.021260895617489433,9.27744152517256
-3.485938011279681e-12,2.0794848603969657e-09,-1.0581e-08,1.05762e-08,2.11572e-08,0.02223181092917613,9.390466771627567
3.6957039698579036e-12,1.913767811526771e-09,-1.41933e-08,1.43452e-08,2.85385e-08,-0.003973762112705053,26.243392611528947
-3.3653329770577413e-12,2.0794707116319993e-09,-1.05489e-08,1.05339e-08,2.10828e-08,0.021260895617489433,9.27744152517256
-1.435790424273303e-12,2.2040691444582997e-09,-1.09158e-08,1.08651e-08,2.1780900000000003e-08,0.017075786555146036,8.803787600485125
3.785128159842642e-12,1.9129112087877775e-09,-1.41444e-08,1.43558e-08,2.85002e-08,-0.0046375835467412155,26.052645577201762
-3.4942394528158508e-12,2.08832939743976e-09,-1.05197e-08,1.05069e-08,2.10266e-08,0.02131995526359115,9.131266985410273
-1.435790424273303e-12,2.2040691444582997e-09,-1.09158e-08,1.08651e-08,2.1780900000000003e-08,0.017075786555146036,8.803787600485125
3.785128159842642e-12,1.9129112087877775e-09,-1.41444e-08,1.43558e-08,2.85002e-08,-0.0046375835467412155,26.052645577201762
-3.4942394528158508e-12,2.08832939743976e-09,-1.05197e-08,1.05069e-08,2.10266e-08,0.02131995526359115,9.131266985410273
-1.435790424273303e-12,2.2040691444582997e-09,-1.09158e-08,1.08651e-08,2.1780900000000003e-08,0.017075786555146036,8.803787600485125
3.785128159842642e-12,1.9129112087877775e-09,-1.41444e-08,1.43558e-08,2.85002e-08,-0.0046375835467412155,26.052645577201762
-3.4942394528158508e-12,2.08832939743976e-09,-1.05197e-08,1.05069e-08,2.10266e-08,0.02131995526359115,9.131266985410273
-1.435790424273303e-12,2.2040691444582997e-09,-1.09158e-08,1.08651e-08,2.1780900000000003e-08,0.017075786555146036,8.803787600485125
3.785128159842642e-12,1.9129112087877775e-09,-1.41444e-08,1.43558e-08,2.85002e-08,-0.0046375835467412155,26.052645577201762
-3.4942394528158508e-12,2.08832939743976e-09,-1.05197e-08,1.05069e-08,2.10266e-08,0.02131995526359115,9.131266985410273
1.1292292939996926e-12,1.9449102119799614e-09,-8.74377e-09,8.55022e-09,1.729399e-08,-0.047684517247459285,5.793384804912179
-1.7118761588570983e-13,2.016025239833852e-09,-1.49406e-08,1.42771e-08,2.92177e-08,0.05206239301657002,23.436269891823443
1.1279950270553443e-12,1.9448322065913437e-09,-8.74315e-09,8.55001e-09,1.729316e-08,-0.04769438868879982,5.79272621367215
1.1292292939996926e-12,1.9449102119799614e-09,-8.74377e-09,8.55022e-09,1.729399e-08,-0.047684517247459285,5.793384804912179
-1.7118761588570983e-13,2.016025239833852e-09,-1.49406e-08,1.42771e-08,2.92177e-08,0.05206239301657002,23.436269891823443
1.1279950270553443e-12,1.9448322065913437e-09,-8.74315e-09,8.55001e-09,1.729316e-08,-0.04769438868879982,5.79272621367215
1.1292292939996926e-12,1.9449102119799614e-09,-8.74377e-09,8.55022e-09,1.729399e-08,-0.047684517247459285,5.793384804912179
-1.7118761588570983e-13,2.016025239833852e-09,-1.49406e-08,1.42771e-08,2.92177e-08,0.05206239301657002,23.436269891823443
1.1279950270553443e-12,1.9448322065913437e-09,-8.74315e-09,8.55001e-09,1.729316e-08,-0.04769438868879982,5.79272621367215
1.1292292939996926e-12,1.9449102119799614e-09,-8.74377e-09,8.55022e-09,1.729399e-08,-0.047684517247459285,5.793384804912179
-1.7118761588570983e-13,2.016025239833852e-09,-1.49406e-08,1.42771e-08,2.92177e-08,0.05206239301657002,23.436269891823443
1.1279950270553443e-12,1.9448322065913437e-09,-8.74315e-09,8.55001e-09,1.729316e-08,-0.04769438868879982,5.79272621367215
1.243102752256931e-12,1.9087243170119017e-09,-8.83658e-09,8.57024e-09,1.740682e-08,-0.04877787409941625,6.17831425567449
-1.988703566747667e-13,2.000495544554517e-09,-1.44831e-08,1.35564e-08,2.8039499999999998e-08,0.06299169590914548,21.39364822137315
1.8554171135431734e-12,1.9040078241349677e-09,-8.77636e-09,8.55745e-09,1.733381e-08,-0.05127245828107767,6.17890104537336
1.243102752256931e-12,1.9087243170119017e-09,-8.83658e-09,8.57024e-09,1.740682e-08,-0.04877787409941625,6.17831425567449
-1.988703566747667e-13,2.000495544554517e-09,-1.44831e-08,1.35564e-08,2.8039499999999998e-08,0.06299169590914548,21.39364822137315
1.8554171135431734e-12,1.9040078241349677e-09,-8.77636e-09,8.55745e-09,1.733381e-08,-0.05127245828107767,6.17890104537336
1.243102752256931e-12,1.9087243170119017e-09,-8.83658e-09,8.57024e-09,1.740682e-08,-0.04877787409941625,6.17831425567449
-1.988703566747667e-13,2.000495544554517e-09,-1.44831e-08,1.35564e-08,2.8039499999999998e-08,0.06299169590914548,21.39364822137315
1.8554171135431734e-12,1.9040078241349677e-09,-8.77636e-09,8.55745e-09,1.733381e-08,-0.05127245828107767,6.17890104537336
1.243102752256931e-12,1.9087243170119017e-09,-8.83658e-09,8.57024e-09,1.740682e-08,-0.04877787409941625,6.17831425567449
-1.988703566747667e-13,2.000495544554517e-09,-1.44831e-08,1.35564e-08,2.8039499999999998e-08,0.06299169590914548,21.39364822137315
1.8554171135431734e-12,1.9040078241349677e-09,-8.77636e-09,8.55745e-09,1.733381e-08,-0.05127245828107767,6.17890104537336
1.2779309601876285e-12,1.9088469138854383e-09,-8.83533e-09,8.56947e-09,1.74048e-08,-0.04882138224603666,6.176808869818492
-2.2527653466244208e-13,2.010558157260408e-09,-1.45203e-08,1.35961e-08,2.81164e-08,0.06241326562403921,21.208340020707787
-4.1443669412490175e-13,1.9222546403161766e-09,-8.66493e-09,8.87358e-09,1.753851e-08,-0.034134279279697914,6.181360836928059
1.2779309601876285e-12,1.9088469138854383e-09,-8.83533e-09,8.56947e-09,1.74048e-08,-0.04882138224603666,6.176808869818492
-2.2527653466244208e-13,2.010558157260408e-09,-1.45203e-08,1.35961e-08,2.81164e-08,0.06241326562403921,21.208340020707787
-4.1443669412490175e-13,1.9222546403161766e-09,-8.66493e-09,8.87358e-09,1.753851e-08,-0.034134279279697914,6.181360836928059
1.2779309601876285e-12,1.9088469138854383e-09,-8.83533e-09,8.56947e-09,1.74048e-08,-0.04882138224603666,6.176808869818492
-2.2527653466244208e-13,2.010558157260408e-09,-1.45203e-08,1.35961e-08,2.81164e-08,0.06241326562403921,21.208340020707787
-4.1443669412490175e-13,1.9222546403161766e-09,-8.66493e-09,8.87358e-09,1.753851e-08,-0.034134279279697914,6.181360836928059
1.2779309601876285e-12,1.9088469138854383e-09,-8.83533e-09,8.56947e-09,1.74048e-08,-0.04882138224603666,6.176808869818492
-2.2527653466244208e-13,2.010558157260408e-09,-1.45203e-08,1.35961e-08,2.81164e-08,0.06241326562403921,21.208340020707787
-4.1443669412490175e-13,1.9222546403161766e-09,-8.66493e-09,8.87358e-09,1.753851e-08,-0.034134279279697914,6.181360836928059
2.2058114605841607e-12,1.9035674131117804e-09,-8.77677e-09,8.55579e-09,1.733256e-08,-0.05188927635627982,6.184322704016825
-1.7885689506677723e-13,2.00655418465156e-09,-1.45001e-08,1.3575e-08,2.80751e-08,0.06253134748238556,21.24569657715331
1.2381182944428763e-12,1.906189771905671e-09,-8.83703e-09,8.56995e-09,1.740698e-08,-0.04914635653381403,6.184590986330203
2.2058114605841607e-12,1.9035674131117804e-09,-8.77677e-09,8.55579e-09,1.733256e-08,-0.05188927635627982,6.184322704016825
-1.7885689506677723e-13,2.00655418465156e-09,-1.45001e-08,1.3575e-08,2.80751e-08,0.06253134748238556,21.24569657715331
1.2381182944428763e-12,1.906189771905671e-09,-8.83703e-09,8.56995e-09,1.740698e-08,-0.04914635653381403,6.184590986330203
2.2058114605841607e-12,1.9035674131117804e-09,-8.77677e-09,8.55579e-09,1.733256e-08,-0.05188927635627982,6.184322704016825
-1.7885689506677723e-13,2.00655418465156e-09,-1.45001e-08,1.3575e-08,2.80751e-08,0.06253134748238556,21.24569657715331
1.2381182944428763e-12,1.906189771905671e-09,-8.83703e-09,8.56995e-09,1.740698e-08,-0.04914635653381403,6.184590986330203
2.2058114605841607e-12,1.9035674131117804e-09,-8.77677e-09,8.55579e-09,1.733256e-08,-0.05188927635627982,6.184322704016825
-1.7885689506677723e-13,2.00655418465156e-09,-1.45001e-08,1.3575e-08,2.80751e-08,0.06253134748238556,21.24569657715331
1.2381182944428763e-12,1.906189771905671e-09,-8.83703e-09,8.56995e-09,1.740698e-08,-0.04914635653381403,6.184590986330203
5.914788226418527e-14,1.9406484903048016e-09,-8.65667e-09,8.86469e-09,1.752136e-08,-0.0374049303678444,6.271631567789525
-2.1171559382100093e-13,2.035057690421818e-09,-1.4551e-08,1.36273e-08,2.81783e-08,0.06060988005129858,20.485359239973747
1.3291152552525967e-12,1.8678169254179823e-09,-8.85234e-09,8.58605e-09,1.743839e-08,-0.055803012329173896,6.362459501530065
5.914788226418527e-14,1.9406484903048016e-09,-8.65667e-09,8.86469e-09,1.752136e-08,-0.0374049303678444,6.271631567789525
-2.1171559382100093e-13,2.035057690421818e-09,-1.4551e-08,1.36273e-08,2.81783e-08,0.06060988005129858,20.485359239973747
1.3291152552525967e-12,1.8678169254179823e-09,-8.85234e-09,8.58605e-09,1.743839e-08,-0.055803012329173896,6.362459501530065
5.914788226418527e-14,1.9406484903048016e-09,-8.65667e-09,8.86469e-09,1.752136e-08,-0.0374049303678444,6.271631567789525
-2.1171559382100093e-13,2.035057690421818e-09,-1.4551e-08,1.36273e-08,2.81783e-08,0.06060988005129858,20.485359239973747
1.3291152552525967e-12,1.8678169254179823e-09,-8.85234e-09,8.58605e-09,1.743839e-08,-0.055803012329173896,6.362459501530065
5.914788226418527e-14,1.9406484903048016e-09,-8.65667e-09,8.86469e-09,1.752136e-08,-0.0374049303678444,6.271631567789525
-2.1171559382100093e-13,2.035057690421818e-09,-1.4551e-08,1.36273e-08,2.81783e-08,0.06060988005129858,20.485359239973747
1.3291152552525967e-12,1.8678169254179823e-09,-8.85234e-09,8.58605e-09,1.743839e-08,-0.055803012329173896,6.362459501530065
-7.984341776791667e-13,2.111704394495288e-09,-1.05082e-08,1.10788e-08,2.1587e-08,-0.018275891993503712,7.386333475515356
-5.413984361944962e-12,2.3234722616424082e-09,-1.49997e-08,1.62223e-08,3.1222e-08,-0.07123875300923177,18.313186740838226
-8.001493378127153e-13,2.1118328019577374e-09,-1.0508e-08,1.10785e-08,2.15865e-08,-0.018277365742165673,7.3844429950972525
-7.984341776791667e-13,2.111704394495288e-09,-1.05082e-08,1.10788e-08,2.1587e-08,-0.018275891993503712,7.386333475515356
-5.413984361944962e-12,2.3234722616424082e-09,-1.49997e-08,1.62223e-08,3.1222e-08,-0.07123875300923177,18.313186740838226
-8.001493378127153e-13,2.1118328019577374e-09,-1.0508e-08,1.10785e-08,2.15865e-08,-0.018277365742165673,7.3844429950972525
-7.984341776791667e-13,2.111704394495288e-09,-1.05082e-08,1.10788e-08,2.1587e-08,-0.018275891993503712,7.386333475515356
-5.413984361944962e-12,2.3234722616424082e-09,-1.49997e-08,1.62223e-08,3.1222e-08,-0.07123875300923177,18.313186740838226
-8.001493378127153e-13,2.1118328019577374e-09,-1.0508e-08,1.10785e-08,2.15865e-08,-0.018277365742165673,7.3844429950972525
-7.984341776791667e-13,2.111704394495288e-09,-1.05082e-08,1.10788e-08,2.1587e-08,-0.018275891993503712,7.386333475515356
-5.413984361944962e-12,2.3234722616424082e-09,-1.49997e-08,1.62223e-08,3.1222e-08,-0.07123875300923177,18.313186740838226
-8.001493378127153e-13,2.1118328019577374e-09,-1.0508e-08,1.10785e-08,2.15865e-08,-0.018277365742165673,7.3844429950972525
-1.3383510589698842e-13,2.1495509450641498e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.01318746601385858,6.370957506964908
-3.723273223339983e-12,2.3121141391365765e-09,-1.47652e-08,1.62155e-08,3.09807e-08,-0.0750764980193109,18.945075638365548
1.1102276034738066e-12,2.1841210485977175e-09,-1.04879e-08,1.09783e-08,2.14662e-08,-0.013630634044234055,6.671889665338293
-1.3383510589698842e-13,2.1495509450641498e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.01318746601385858,6.370957506964908
-3.723273223339983e-12,2.3121141391365765e-09,-1.47652e-08,1.62155e-08,3.09807e-08,-0.0750764980193109,18.945075638365548
1.1102276034738066e-12,2.1841210485977175e-09,-1.04879e-08,1.09783e-08,2.14662e-08,-0.013630634044234055,6.671889665338293
-1.3383510589698842e-13,2.1495509450641498e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.01318746601385858,6.370957506964908
-3.723273223339983e-12,2.3121141391365765e-09,-1.47652e-08,1.62155e-08,3.09807e-08,-0.0750764980193109,18.945075638365548
1.1102276034738066e-12,2.1841210485977175e-09,-1.04879e-08,1.09783e-08,2.14662e-08,-0.013630634044234055,6.671889665338293
-1.3383510589698842e-13,2.1495509450641498e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.01318746601385858,6.370957506964908
-3.723273223339983e-12,2.3121141391365765e-09,-1.47652e-08,1.62155e-08,3.09807e-08,-0.0750764980193109,18.945075638365548
1.1102276034738066e-12,2.1841210485977175e-09,-1.04879e-08,1.09783e-08,2.14662e-08,-0.013630634044234055,6.671889665338293
-1.2600250452341418e-13,2.1504920340022764e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.012845156281709978,6.361692895732293
-3.5270211355282017e-12,2.3166644704960288e-09,-1.47564e-08,1.6217e-08,3.09734e-08,-0.0749370129379558,18.826035203783096
-1.6773065736997317e-12,2.1877091458031414e-09,-1.01846e-08,1.00898e-08,2.0274400000000002e-08,0.012824803855645798,6.376251273814189
-1.2600250452341418e-13,2.1504920340022764e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.012845156281709978,6.361692895732293
-3.5270211355282017e-12,2.3166644704960288e-09,-1.47564e-08,1.6217e-08,3.09734e-08,-0.0749370129379558,18.826035203783096
-1.6773065736997317e-12,2.1877091458031414e-09,-1.01846e-08,1.00898e-08,2.0274400000000002e-08,0.012824803855645798,6.376251273814189
-1.2600250452341418e-13,2.1504920340022764e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.012845156281709978,6.361692895732293
-3.5270211355282017e-12,2.3166644704960288e-09,-1.47564e-08,1.6217e-08,3.09734e-08,-0.0749370129379558,18.826035203783096
-1.6773065736997317e-12,2.1877091458031414e-09,-1.01846e-08,1.00898e-08,2.0274400000000002e-08,0.012824803855645798,6.376251273814189
-1.2600250452341418e-13,2.1504920340022764e-09,-1.04666e-08,1.0955e-08,2.14216e-08,-0.012845156281709978,6.361692895732293
-3.5270211355282017e-12,2.3166644704960288e-09,-1.47564e-08,1.6217e-08,3.09734e-08,-0.0749370129379558,18.826035203783096
-1.6773065736997317e-12,2.1877091458031414e-09,-1.01846e-08,1.00898e-08,2.0274400000000002e-08,0.012824803855645798,6.376251273814189
1.4228669553565218e-12,2.1766073522626566e-09,-1.04879e-08,1.09784e-08,2.1466299999999998e-08,-0.012891027130185844,6.691660550234966
-3.83279431546825e-12,2.3100012620084635e-09,-1.4762e-08,1.62014e-08,3.09634e-08,-0.07492509675506692,18.937263762842647
4.012191024022846e-15,2.151216391385093e-09,-1.04662e-08,1.09548e-08,2.1421e-08,-0.01276353906418853,6.357901477353895
1.4228669553565218e-12,2.1766073522626566e-09,-1.04879e-08,1.09784e-08,2.1466299999999998e-08,-0.012891027130185844,6.691660550234966
-3.83279431546825e-12,2.3100012620084635e-09,-1.4762e-08,1.62014e-08,3.09634e-08,-0.07492509675506692,18.937263762842647
4.012191024022846e-15,2.151216391385093e-09,-1.04662e-08,1.09548e-08,2.1421e-08,-0.01276353906418853,6.357901477353895
1.4228669553565218e-12,2.1766073522626566e-09,-1.04879e-08,1.09784e-08,2.1466299999999998e-08,-0.012891027130185844,6.691660550234966
-3.83279431546825e-12,2.3100012620084635e-09,-1.4762e-08,1.62014e-08,3.09634e-08,-0.07492509675506692,18.937263762842647
4.012191024022846e-15,2.151216391385093e-09,-1.04662e-08,1.09548e-08,2.1421e-08,-0.01276353906418853,6.357901477353895
1.4228669553565218e-12,2.1766073522626566e-09,-1.04879e-08,1.09784e-08,2.1466299999999998e-08,-0.012891027130185844,6.691660550234966
-3.83279431546825e-12,2.3100012620084635e-09,-1.4762e-08,1.62014e-08,3.09634e-08,-0.07492509675506692,18.937263762842647
4.012191024022846e-15,2.151216391385093e-09,-1.04662e-08,1.09548e-08,2.1421e-08,-0.01276353906418853,6.357901477353895
-2.7646746651840093e-12,2.109797440464404e-09,-1.02352e-08,1.00693e-08,2.03045e-08,0.01577287032386151,6.859368595290002
-3.85505811342294e-12,2.3208695603946278e-09,-1.47665e-08,1.61844e-08,3.09509e-08,-0.07372846599671798,18.53186059946145
2.935454142772858e-14,2.201290747849331e-09,-1.04647e-08,1.09538e-08,2.14185e-08,-0.009340549347958648,6.0596033155017075
-2.7646746651840093e-12,2.109797440464404e-09,-1.02352e-08,1.00693e-08,2.03045e-08,0.01577287032386151,6.859368595290002
-3.85505811342294e-12,2.3208695603946278e-09,-1.47665e-08,1.61844e-08,3.09509e-08,-0.07372846599671798,18.53186059946145
2.935454142772858e-14,2.201290747849331e-09,-1.04647e-08,1.09538e-08,2.14185e-08,-0.009340549347958648,6.0596033155017075
-2.7646746651840093e-12,2.109797440464404e-09,-1.02352e-08,1.00693e-08,2.03045e-08,0.01577287032386151,6.859368595290002
-3.85505811342294e-12,2.3208695603946278e-09,-1.47665e-08,1.61844e-08,3.09509e-08,-0.07372846599671798,18.53186059946145
2.935454142772858e-14,2.201290747849331e-09,-1.04647e-08,1.09538e-08,2.14185e-08,-0.009340549347958648,6.0596033155017075
-2.7646746651840093e-12,2.109797440464404e-09,-1.02352e-08,1.00693e-08,2.03045e-08,0.01577287032386151,6.859368595290002
-3.85505811342294e-12,2.3208695603946278e-09,-1.47665e-08,1.61844e-08,3.09509e-08,-0.07372846599671798,18.53186059946145
2.935454142772858e-14,2.201290747849331e-09,-1.04647e-08,1.09538e-08,2.14185e-08,-0.009340549347958648,6.0596033155017075
-4.11942608395068e-12,2.307129721066538e-09,-1.04494e-08,1.04413e-08,2.0890700000000002e-08,0.02125998052405097,6.819406406708506
